Date,FB,AAPL,AMZN,NFLX,GOOG
3/5/2019 16:00:00,171.26,43.88,84.62,354.3,58.1
3/6/2019 16:00:00,172.51,43.63,83.45,359.61,57.89
3/7/2019 16:00:00,169.13,43.13,81.3,352.6,57.17
3/8/2019 16:00:00,169.6,43.23,81.04,349.6,57.12
3/11/2019 16:00:00,172.07,44.73,83.53,358.86,58.79
3/12/2019 16:00:00,171.92,45.23,83.66,356.27,59.66
3/13/2019 16:00:00,173.37,45.43,84.54,361.21,59.67
3/14/2019 16:00:00,170.17,45.93,84.31,358.82,59.28
3/15/2019 16:00:00,165.98,46.53,85.62,361.46,59.22
3/18/2019 16:00:00,160.47,47.01,87.11,363.44,59.21
3/19/2019 16:00:00,161.57,46.63,88.09,358.78,59.94
3/20/2019 16:00:00,165.44,47.04,89.86,375.22,61.2
3/21/2019 16:00:00,166.08,48.77,90.96,377.87,61.58
3/22/2019 16:00:00,164.34,47.76,88.24,361.01,60.28
3/25/2019 16:00:00,166.29,47.19,88.71,366.23,59.65
3/26/2019 16:00:00,167.68,46.7,89.19,359.97,59.23
3/27/2019 16:00:00,165.87,47.12,88.29,353.37,58.65
3/28/2019 16:00:00,165.55,47.18,88.67,354.61,58.42
3/29/2019 16:00:00,166.69,47.49,89.04,356.56,58.67
4/1/2019 16:00:00,168.7,47.81,90.71,366.96,59.72
4/2/2019 16:00:00,174.2,48.51,90.7,367.72,60.02
4/3/2019 16:00:00,173.54,48.84,91.04,369.75,60.3
4/4/2019 16:00:00,176.02,48.92,90.94,367.88,60.75
4/5/2019 16:00:00,175.72,49.25,91.86,365.49,60.36
4/8/2019 16:00:00,174.93,50.03,92.49,361.41,60.19
4/9/2019 16:00:00,177.58,49.88,91.79,364.71,59.86
4/10/2019 16:00:00,177.82,50.16,92.37,363.92,60.11
4/11/2019 16:00:00,177.51,49.74,92.2,367.65,60.23
4/12/2019 16:00:00,179.1,49.72,92.15,351.14,60.89
4/15/2019 16:00:00,179.65,49.81,92.24,348.87,61.06
4/16/2019 16:00:00,178.87,49.81,93.15,359.46,61.36
4/17/2019 16:00:00,178.78,50.78,93.24,354.74,61.82
4/18/2019 16:00:00,178.28,50.97,93.08,360.35,61.82
4/22/2019 16:00:00,181.44,51.13,94.37,377.34,62.44
